DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid0905.020660,2003,Pregnancy and asymptomatic carriage of Pneumocystis jiroveci,,,
10.3201/eid0905.020548,2003,"Entamoeba moshkovskii infections in children, Bangladesh",,,
10.3201/eid0905.020441,2003,Human milk secretory antibodies against attaching and effacing Escherichia coli antigens,,,
10.3201/eid0905.020428,2003,Estimating the incidence of typhoid fever and other febrile illnesses in developing countries,,,
10.3201/eid0905.020615,2003,Human metapneumovirus and community-acquired respiratory illness in children,,,
10.3201/eid0905.020577,2003,Eliminating trachoma in areas with limited disease,,,
10.3201/eid0905.020556,2003,Seasonal patterns of invasive pneumococcal disease,,,
10.3201/eid0905.020562,2003,Global illness and deaths caused by rotavirus disease in children,,,
10.3201/eid0905.020477,2003,"Endemic, notifiable bioterrorism-related diseases, United States, 1992-1999",,,
10.3201/eid0905.020537,2003,Endemic gastrointestinal anthrax in 1960s Lebanon: clinical manifestations and surgical findings,,,
10.3201/eid0905.030018,2003,"Virus isolation and ""acute"" West Nile virus encephalitis (response to Huang et al.)",,,
10.3201/eid0905.020405,2003,Puumala virus infection with acute disseminated encephalomyelitis and multiorgan failure,,,
10.3201/eid0905.020451,2003,Aeromonas spp. and traveler's diarrhea: clinical features and antimicrobial resistance,,,
10.3201/eid0905.020237,2003,"Vero cytotoxin-producing Escherichia coli O157 gastroenteritis in farm visitors, North Wales",,,
10.3201/eid0905.020678,2003,"First evidence of Aedes albopictus (Skuse) in southern Chiapas, Mexico",,,
10.3201/eid0905.020721,2003,Chronic wasting disease in free-ranging Wisconsin White-tailed Deer,,,
10.3201/eid0905.020511,2003,Emerging rickettsioses of the Thai-Myanmar border,,,
10.3201/eid0905.020609,2003,Variant Salmonella genomic island 1 antibiotic resistance gene cluster in Salmonella enterica serovar Albany,,,
10.3201/eid0905.020321,2003,Pandemic influenza and healthcare demand in the Netherlands: scenario analysis,,,
10.3201/eid0905.020388,2003,Planning against biological terrorism: lessons from outbreak investigations,,,
10.3201/eid0904.030037,2003,Converging issues in veterinary and public health,,,
10.3201/eid0904.020576,2003,Human neurobrucellosis with intracerebral granuloma caused by a marine mammal Brucella spp,,,
10.3201/eid0904.020421,2003,Early-season avian deaths from West Nile virus as warnings of human infection,,,
10.3201/eid0904.020481,2003,Invasive group B streptococcal infections in Finland: a population-based study,,,
10.3201/eid0904.020369,2003,Risk for severe group A streptococcal disease among patients' household contacts,,,
10.3201/eid0904.AD0904,2003,Cicero and Burkholderia cepacia: what's in a name?,,,
10.3201/eid0904.020593,2003,Fear of bioterrorism and implications for public health preparedness,,,
10.3201/eid0904.020423,2003,Automated ribotyping and pulsed-field gel electrophoresis for rapid identification of multidrug-resistant Salmonella serotype newport,,,
10.3201/eid0904.020325,2003,"Antimicrobial growth promoters and Salmonella spp., Campylobacter spp. in poultry and swine, Denmark",,,
10.3201/eid0904.020509,2003,"Scrub typhus in the Torres Strait islands of north Queensland, Australia",,,
10.3201/eid0904.020519,2003,Alfalfa seed decontamination in a Salmonella outbreak,,,
10.3201/eid0904.020351,2003,Hepatitis E virus epidemiology in industrialized countries,,,
10.3201/eid0904.020267,2003,"Dengue fever in travelers to the tropics, 1998 and 1999",,,
10.3201/eid0904.020317,2003,"Class I integrons and SXT elements in El Tor strains isolated before and after 1992 Vibrio cholerae O139 outbreak, Calcutta, India",,,
10.3201/eid0904.020439,2003,First incursion of Salmonella enterica serotype typhimurium DT160 into New Zealand,,,
10.3201/eid0904.020395,2003,Molecular epidemiology of human enterovirus 71 strains and recent outbreaks in the Asia-Pacific region: comparative analysis of the VP1 and VP4 genes,,,
10.3201/eid0904.020311,2003,"Infectious pancreatic necrosis virus in Scottish Atlantic salmon farms, 1996-2001",,,
10.3201/eid0904.020268,2003,"Antimicrobial drug prescription in ambulatory care settings, United States, 1992-2000",,,
10.3201/eid0904.020417,2003,"Cost of illness in the 1993 waterborne Cryptosporidium outbreak, Milwaukee, Wisconsin",,,
10.3201/eid0904.020260,2003,The elderly and waterborne Cryptosporidium infection: gastroenteritis hospitalizations before and during the 1993 Milwaukee outbreak,,,
10.3201/eid0904.020213,2003,Bacterial resistance to penicillin G by decreased affinity of penicillin-binding proteins: a mathematical model,,,
10.3201/eid0903.020297,2003,"Asymptomatic visceral leishmaniasis, northern Israel",,,
10.3201/eid0903.020470,2003,Removing deer mice from buildings and the risk for human exposure to Sin Nombre virus,,,
10.3201/eid0903.020320,2003,Echinococcus multilocularis: an emerging pathogen in Hungary and Central Eastern Europe?,,,
10.3201/eid0903.020289,2003,Human metapneumovirus in severe respiratory syncytial virus bronchiolitis,,,
10.3201/eid0903.020071,2003,"Epidemiology of meningococcal disease, New York City, 1989-2000",,,
10.3201/eid0903.020341,2003,"European echinococcosis registry: human alveolar echinococcosis, Europe, 1982-2000",,,
10.3201/eid0903.020252,2003,"New lyssavirus genotype from the Lesser Mouse-eared Bat (Myotis blythi), Kyrghyzstan",,,
10.3201/eid0903.020628,2003,Experimental infection of North American birds with the New York 1999 strain of West Nile virus,,,
10.3201/eid0903.020327,2003,Electron microscopy for rapid diagnosis of infectious agents in emergent situations,,,
10.3201/eid0903.020342,2003,Mycobacterium celatum pulmonary infection in the immunocompetent: case report and review,,,
10.3201/eid0903.020360,2003,Early and definitive diagnosis of toxic shock syndrome by detection of marked expansion of T-cell-receptor VBeta2-positive T cells,,,
10.3201/eid0903.020350,2003,Isolation of Escherichia coli O157:H7 from intact colon fecal samples of swine,,,
10.3201/eid0903.020462,2003,Tularemia on Martha's Vineyard: seroprevalence and occupational risk,,,
10.3201/eid0903.020336,2003,Emerging trends in international law concerning global infectious disease control,,,
10.3201/eid0903.020531,2003,Persistence of virus-reactive serum immunoglobulin m antibody in confirmed west nile virus encephalitis cases,,,
10.3201/eid0903.020133,2003,"Bartonella henselae in Ixodes ricinus ticks (Acari: Ixodida) removed from humans, Belluno province, Italy",,,
10.3201/eid0903.020285,2003,"Enterovirus 71 outbreaks, Taiwan: occurrence and recognition",,,
10.3201/eid0903.020352,2003,Multidrug-resistant Shigella dysenteriae type 1: forerunners of a new epidemic strain in eastern India?,,,
10.3201/eid0903.020208,2003,"Emerging human infectious diseases: anthroponoses, zoonoses, and sapronoses",,,
10.3201/eid0903.020363,2003,The National Capitol Region's Emergency Department syndromic surveillance system: do chief complaint and discharge diagnosis yield different results?,,,
10.3201/eid0903.020545,2003,Rabies in Sri Lanka: splendid isolation,,,
10.3201/eid0903.020219,2003,"Amplification of the sylvatic cycle of dengue virus type 2, Senegal, 1999-2000: entomologic findings and epidemiologic considerations",,,
10.3201/eid0903.020278,2003,"Molecular detection of Bartonella quintana, B. koehlerae, B. henselae, B. clarridgeiae, Rickettsia felis, and Wolbachia pipientis in cat fleas, France",,,
10.3201/eid0903.010410,2003,"Emergence of ceftriaxone-resistant Salmonella isolates and rapid spread of plasmid-encoded CMY-2-like cephalosporinase, Taiwan",,,
10.3201/eid0903.020404,2003,"Influenza AH1N2 viruses, United Kingdom, 2001-02 influenza season",,,
10.3201/eid0902.020301,2003,St. Louis encephalitis in Argentina: the first case reported in the last seventeen years,,,
10.3201/eid0902.020264,2003,"Public health surveillance for Australian bat lyssavirus in Queensland, Australia, 2000-2001",,,
10.3201/eid0902.020123,2003,Using hospital antibiogram data to assess regional pneumococcal resistance to antibiotics,,,
10.3201/eid0902.020233,2003,"Elimination of epidemic methicillin-resistant Staphylococcus aureus from a university hospital and district institutions, Finland",,,
10.3201/eid0902.020124,2003,Equine amplification and virulence of subtype IE Venezuelan equine encephalitis viruses isolated during the 1993 and 1996 Mexican epizootics,,,
10.3201/eid0902.020026,2003,Dual infection by dengue virus and Shigella sonnei in patient returning from India,,,
10.3201/eid0902.020227,2003,Fluoroquinolone resistance in Campylobacter jejuni isolates in travelers returning to Finland: association of ciprofloxacin resistance to travel destination,,,
10.3201/eid0902.020272,2003,B-virus (Cercopithecine herpesvirus 1) infection in humans and macaques: potential for zoonotic disease,,,
10.3201/eid0902.020538,2003,Preparing for a bioterrorist attack: legal and administrative strategies,,,
10.3201/eid0902.020031,2003,Aeromonas isolates from human diarrheic stool and groundwater compared by pulsed-field gel electrophoresis,,,
10.3201/eid0902.020188,2003,Applying network theory to epidemics: control measures for Mycoplasma pneumoniae outbreaks,,,
10.3201/eid0902.020232,2003,Health and economic impact of surgical site infections diagnosed after hospital discharge,,,
10.3201/eid0902.020246,2003,Molecular typing of IberoAmerican Cryptococcus neoformans isolates,,,
10.3201/eid0902.010530,2003,Annual Mycobacterium tuberculosis infection risk and interpretation of clustering statistics,,,
10.3201/eid0902.020602,2003,Pneumocystis carinii vs. Pneumocystis jiroveci: another misnomer (response to Stringer et al.),,,
10.3201/eid0902.020185,2003,Life-threatening infantile diarrhea from fluoroquinolone-resistant Salmonella enterica typhimurium with mutations in both gyrA and parC,,,
10.3201/eid0902.020222,2003,Photorhabdus species: bioluminescent bacteria as emerging human pathogens?,,,
10.3201/eid0902.010488,2003,Risk factors for sporadic giardiasis: a case-control study in southwestern England,,,
10.3201/eid0902.020271,2003,Endemic babesiosis in another eastern state: New Jersey,,,
10.3201/eid0902.020244,2003,Araçatuba virus: a vaccinialike virus associated with infection in humans and cattle,,,
10.3201/eid0902.020083,2003,Emerging pattern of rabies deaths and increased viral infectivity,,,
10.3201/eid0902.020128,2003,"Drug-resistant Mycobacterium tuberculosis among new tuberculosis patients, Yangon, Myanmar",,,
10.3201/eid0902.020275,2003,Streptomyces bikiniensis bacteremia,,,
10.3201/eid0902.020181,2003,Infection of cultured human and monkey cell lines with extract of penaeid shrimp infected with Taura syndrome virus,,,
10.3201/eid0902.020142,2003,Invasive type e Haemophilus influenzae disease in Italy,,,
10.3201/eid0902.020218,2003,"Viral encephalitis in England, 1989-1998: what did we miss?",,,
10.3201/eid0902.020249,2003,Influence of role models and hospital design on hand hygiene of healthcare workers,,,
10.3201/eid0901.020265,2003,Foot and mouth disease and cryptosporidiosis: possible interaction between two emerging infectious diseases,,,
10.3201/eid0901.020266,2003,"Shiga toxin-producing Escherichia coli infections associated with hemolytic uremic syndrome, Italy, 1988-2000",,,
10.3201/eid0901.020047,2003,The U.S.-Mexico Border Infectious Disease Surveillance project: establishing bi-national border surveillance,,,
10.3201/eid0901.020184,2003,"Viral gastroenteritis outbreaks in Europe, 1995-2000",,,
10.3201/eid0901.020220,2003,Texas lifestyle limits transmission of dengue virus,,,
10.3201/eid0901.020112,2003,"Epidemic hand, foot and mouth disease caused by human enterovirus 71, Singapore",,,
10.3201/eid0901.020175,2003,"Two epidemiologic patterns of norovirus outbreaks: surveillance in England and wales, 1992-2000",,,
10.3201/eid0901.020160,2003,"Highly endemic, waterborne toxoplasmosis in north Rio de Janeiro state, Brazil",,,
10.3201/eid0901.020512,2003,"Foot and mouth disease in livestock and reduced cryptosporidiosis in humans, England and Wales",,,
10.3201/eid0901.020104,2003,Geographic translocation of bats: known and potential problems,,,
10.3201/eid0901.020172,2003,Dead bugs don't mutate: susceptibility issues in the emergence of bacterial resistance,,,
10.3201/eid0901.020141,2003,Risk for Pneumocystis carinii transmission among patients with pneumonia: a molecular epidemiology study,,,
10.3201/eid0901.020217,2003,"Chagas disease in a domestic transmission cycle, southern Texas, USA",,,
10.3201/eid0901.020168,2003,Cost-effectiveness of a potential vaccine for human papillomavirus,,,
10.3201/eid0901.020274,2003,Congenital transmission of Trypanosoma cruzi infection in Argentina,,,
10.3201/eid0901.010305,2003,Has Coxiella burnetii (Q fever) been introduced into New Zealand?,,,
10.3201/eid0901.020211,2003,Granulomatous lymphadenitis as a manifestation of Q Fever,,,
10.3201/eid0901.020192,2003,"First isolation of Rickettsia slovaca from a patient, France",,,
10.3201/eid0901.020131,2003,Persistence of W135 Neisseria meningitidis carriage in returning Hajj pilgrims: risk for early and late transmission to household contacts,,,
10.3201/eid0901.020214,2003,Household contamination with Salmonella enterica,,,
10.3201/eid0901.020169,2003,"Seasonal dynamics of Anaplasma phagocytophila in a rodent-tick (Ixodes trianguliceps) system, United Kingdom",,,
10.3201/eid0901.020121,2003,A molecular surveillance system for global patterns of drug resistance in imported malaria,,,
10.3201/eid0901.020138,2003,"Enteropathogenic Klebsiella pneumoniae HIV-infected adults, Africa",,,
10.3201/eid0901.010507,2003,Single multiplex polymerase chain reaction to detect diverse loci associated with diarrheagenic Escherichia coli,,,
10.3201/eid0901.020149,2003,Transfusion-associated babesiosis after heart transplant,,,
10.3201/eid0901.020072,2003,Enteropathogenic Escherichia coli O157 strains from Brazil,,,
10.3201/eid0901.020136,2003,"Natural enzootic vectors of Venezuelan equine encephalitis virus, Magdalena Valley, Colombia",,,
10.3201/eid0901.020277,2003,Maintaining fluoroquinolone class efficacy: review of influencing factors,,,
10.3201/eid0812.020176,2002,Ebola-Poe: a modern-day parallel of the red death?,,,
10.3201/eid0812.020052,2002,"Emerging leptospirosis, North India",,,
10.3201/eid0812.020194,2002,"Isolation and genetic characterization of Rift Valley fever virus from Aedes vexans arabiensis, Kingdom of Saudi Arabia",,,
10.3201/eid0812.020178,2002,"Antimicrobial resistance in Streptococcus pneumoniae, Taiwan",,,
10.3201/eid0812.010317,2002,Identifying reservoirs of infection: a conceptual and practical challenge,,,
10.3201/eid0812.020536,2002,Vector competence of California mosquitoes for West Nile virus,,,
10.3201/eid0812.020224,2002,Induction of inflammation by West Nile virus capsid through the caspase-9 apoptotic pathway,,,
10.3201/eid0812.020139,2002,Clinical failures of linezolid and implications for the clinical microbiology laboratory,,,
10.3201/eid0812.020081,2002,"Capsule switching among C:2b:P1.2,5 meningococcal epidemic strains after mass immunization campaign, Spain",,,
10.3201/eid0812.010518,2002,"Puumala hantavirus infection in humans and in the reservoir host, Ardennes region, France",,,
10.3201/eid0812.020105,2002,Plasmodium ovale malaria acquired in central Spain,,,
10.3201/eid0812.010533,2002,Outpatient antibiotic use and prevalence of antibiotic-resistant pneumococci in France and Germany: a sociocultural perspective,,,
10.3201/eid0812.020180,2002,"Leptospirosis: skin wounds and control strategies, Thailand, 1999",,,
10.3201/eid0812.010497,2002,"Cross-sectional study on influenza vaccination, Germany, 1999-2000",,,
10.3201/eid0812.020077,2002,"Meteorologic influences on Plasmodium falciparum malaria in the Highland Tea Estates of Kericho, Western Kenya",,,
10.3201/eid0812.040421,2002,Mass vaccination campaign following community outbreak of meningococcal disease,,,
10.3201/eid0812.010527,2002,Avian reservoirs of the agent of human granulocytic ehrlichiosis?,,,
10.3201/eid0812.020118,2002,New variant of varicella-zoster virus,,,
10.3201/eid0812.010485,2002,Role of the domestic chicken (Gallus gallus) in the epidemiology of urban visceral leishmaniasis in Brazil,,,
10.3201/eid0812.020170,2002,Dengue hemorrhagic fever in infants: research opportunities ignored,,,
10.3201/eid0812.020039,2002,Using automated health plan data to assess infection risk from coronary artery bypass surgery,,,
10.3201/eid0812.010519,2002,Co-feeding transmission and its contribution to the perpetuation of the lyme disease spirochete Borrelia afzelii,,,
10.3201/eid0812.0200770,2002,"Antimicrobial resistance of Escherichia coli O26, O103, O111, O128, and O145 from animals and humans",,,
10.3201/eid0812.020229,2002,"Efficacy of killed virus vaccine, live attenuated chimeric virus vaccine, and passive immunization for prevention of West Nile virus encephalitis in hamster model",,,
10.3201/eid0812.020532,2002,First Isolation of West Nile virus from a patient with encephalitis in the United States,,,
10.3201/eid0812.020111,2002,Human pathogens in body and head lice,,,
10.3201/eid0812.020115,2002,"Increasing fluoroquinolone resistance in Campylobacter jejuni, Pennsylvania, USA,1982-2001",,,
10.3201/eid0812.020085,2002,Naturally occurring Ehrlichia chaffeensis infection in two prosimian primate species: ring-tailed lemurs (Lemur catta) and ruffed lemurs (Varecia variegata),,,
10.3201/eid0812.020089,2002,Rat-to-human transmission of Cowpox infection,,,
10.3201/eid0812.020035,2002,Legionnaires' disease at a Dutch flower show: prognostic factors and impact of therapy,,,
10.3201/eid0812.010514,2002,Binary cumulative sums and moving averages in nosocomial infection cluster detection,,,
10.3201/eid0812.020195,2002,"Genetic analysis of viruses associated with emergence of Rift Valley fever in Saudi Arabia and Yemen, 2000-01",,,
10.3201/eid0812.020234,2002,"West Nile virus epidemic in horses, Tuscany region, Italy",,,
10.3201/eid0811.020549,2002,At the deathbed of consumptive art,,,
10.3201/eid0811.020402,2002,DNA fngerprinting of Mycobacterium tuberculosis: lessons learned and implications for the future,,,
10.3201/eid0811.020291,2002,Molecular differentiation of Mycobacterium tuberculosis strains without IS6110 insertions,,,
10.3201/eid0811.020174,2002,Spoligologos: a bioinformatic approach to displaying and analyzing Mycobacterium tuberculosis data,,,
10.3201/eid0811.020298,2002,"A prospective, multicenter study of laboratory cross-contamination of Mycobacterium tuberculosis cultures",,,
10.3201/eid0811.020245,2002,"Cross-jurisdictional transmission of Mycobacterium tuberculosis in Maryland and Washington, D C, 1996-2000, linked to the homeless",,,
10.3201/eid0811.020299,2002,"Transmission of Mycobacterium tuberculosis in a rural community, Arkansas, 1945-2000",,,
10.3201/eid0811.020370,2002,Genotyping analyses of tuberculosis cases in U.S.- and foreign-born Massachusetts residents,,,
10.3201/eid0811.020403,2002,Molecular epidemiology of tuberculosis in a sentinel surveillance population,,,
10.3201/eid0811.020468,2002,The continued threat of tuberculosis,,,
10.3201/eid0811.020017,2002,Two cases of pulmonary tuberculosis caused by Mycobacterium tuberculosis subsp canetti,,,
10.3201/eid0811.020125,2002,Global distribution of Mycobacterium tuberculosis spoligotypes,,,
10.3201/eid0811.020021,2002,Tuberculosis-related deaths within a well-functioning DOTS control program,,,
10.3201/eid0811.020507,2002,Rifampin- and multidrug-resistant tuberculosis in Russian civilians and prison inmates: dominance of the beijing strain family,,,
10.3201/eid0811.020292,2002,Molecular typing of Mycobacterium tuberculosis strains with a common two-band IS6110 pattern,,,
10.3201/eid0811.020316,2002,Impact of genotyping of Mycobacterium tuberculosis on public health practice in Massachusetts,,,
10.3201/eid0811.020261,2002,Molecular epidemiology of tuberculosis in a low- to moderate-incidence state: are contact investigations enough?,,,
10.3201/eid0811.020419,2002,Identifying the sources of tuberculosis in young children: a multistate investigation,,,
10.3201/eid0811.020401,2002,Quality assessment of Mycobacterium tuberculosis genotyping in a large laboratory network,,,
10.3201/eid0811.020408,2002,Rationale and methods for the National Tuberculosis Genotyping and Surveillance Network,,,
10.3201/eid0811.020492,2002,Mycobacterium haemophilum: emerging or underdiagnosed in Brazil?,,,
10.3201/eid0811.020064,2002,Genomewide pattern of synonymous nucleotide substitution in two complete genomes of Mycobacterium tuberculosis,,,
10.3201/eid0811.020318,2002,Molecular analysis of sarcoidosis tissues for mycobacterium species DNA,,,
10.3201/eid0811.020284,2002,Mycobacterium tuberculosis transmission between cluster members with similar fingerprint patterns,,,
10.3201/eid0811.020288,2002,"Molecular epidemiology of multidrug-resistant tuberculosis, New York City, 1995-1997",,,
10.3201/eid0811.020296,2002,National Tuberculosis Genotyping and Surveillance Network: design and methods,,,
10.3201/eid0811.020513,2002,"Children and multidrug-resistant tuberculosis in Mumbai (Bombay), India",,,
10.3201/eid0811.020313,2002,Genotype analysis of Mycobacterium tuberculosis isolates from a sentinel surveillance population,,,
10.3201/eid0811.020302,2002,Human exposure following Mycobacterium tuberculosis infection of multiple animal species in a Metropolitan Zoo,,,
10.3201/eid0811.020306,2002,Skin-test screening and tuberculosis transmission among the homeless,,,
10.3201/eid0811.020387,2002,Estimated costs of false laboratory diagnoses of tuberculosis in three patients,,,
10.3201/eid0811.020424,2002,"Use of DNA fingerprinting to investigate a multiyear, multistate tuberculosis outbreak",,,
10.3201/eid0811.020420,2002,DNA fingerprinting of Mycobacterium tuberculosis isolates from epidemiologically linked case pairs,,,
10.3201/eid0810.020362,2002,Night of two town meetings,,,
10.3201/eid0810.010509,2002,"Industry-related outbreak of human anthrax, Massachusetts, 1868",,,
10.3201/eid0810.020223,2002,"Epidemiologic response to anthrax outbreaks: field investigations, 1950-2001",,,
10.3201/eid0810.020380,2002,"Specific, sensitive, and quantitative enzyme-linked immunosorbent assay for human immunoglobulin G antibodies to anthrax toxin protective antigen",,,
10.3201/eid0810.020330,2002,"Inhalational anthrax outbreak among postal workers, Washington, D.C., 2001",,,
10.3201/eid0810.020329,2002,"Epidemiologic investigations of bioterrorism-related anthrax, New Jersey, 2001",,,
10.3201/eid0810.020332,2002,"Opening a bacillus anthracis-containing envelope, Capitol Hill, Washington, D.C.: the public health response",,,
10.3201/eid0810.020389,2002,"First case of bioterrorism-related inhalational anthrax, Florida, 2001: North Carolina investigation",,,
10.3201/eid0810.020173,2002,"Epidemic anthrax in the eighteenth century, the Americas",,,
10.3201/eid0810.020465,2002,Collaboration between public health and law enforcement: the constitutional challenge,,,
10.3201/eid0810.020400,2002,Collaboration between public health and law enforcement: new paradigms and partnerships for bioterrorism planning and response,,,
10.3201/eid0810.020382,2002,Surface sampling methods for Bacillus anthracis spore contamination,,,
10.3201/eid0810.020349,2002,Antimicrobial postexposure prophylaxis for anthrax: adverse events and adherence,,,
10.3201/eid0810.020391,2002,Sequencing of 16S rRNA gene: a rapid tool for identification of Bacillus anthracis,,,
10.3201/eid0810.020392,2002,A two-component direct fluorescent-antibody assay for rapid identification of Bacillus anthracis,,,
10.3201/eid0810.020356,2002,Bacillus anthracis aerosolization associated with a contaminated mail sorting machine,,,
10.3201/eid0810.020393,2002,Evaluation and validation of a real-time polymerase chain reaction assay for rapid identification of Bacillus anthracis,,,
10.3201/eid0810.020376,2002,"Laboratory response to anthrax bioterrorism, New York City, 2001",,,
10.3201/eid0810.020355,2002,Call-tracking data and the public health response to bioterrorism-related anthrax,,,
10.3201/eid0810.020398,2002,Environmental sampling for spores of Bacillus anthracis,,,
10.3201/eid0810.020322,2002,"Surveillance for anthrax cases associated with contaminated letters, New Jersey, Delaware, and Pennsylvania, 2001",,,
10.3201/eid0810.020345,2002,Bioterrorism-related anthrax: international response by the Centers for Disease Control and Prevention,,,
10.3201/eid0810.020466,2002,Anthrax bioterrorism: lessons learned and future directions,,,
10.3201/eid0810.020331,2002,"Adherence to antimicrobial inhalational anthrax prophylaxis among postal workers, Washington, D.C., 2001",,,
10.3201/eid0810.020346,2002,"Anthrax postexposure prophylaxis in postal workers, Connecticut, 2001",,,
10.3201/eid0810.020394,2002,"Molecular subtyping of Bacillus anthracis and the 2001 bioterrorism-associated anthrax outbreak, United States",,,
10.3201/eid0810.020390,2002,"Coordinated response to reports of possible anthrax contamination, Idaho, 2001",,,
10.3201/eid0810.020399,2002,"Bioterrorism-related anthrax surveillance, Connecticut, September-December, 2001",,,
10.3201/eid0810.020354,2002,"First case of bioterrorism-related inhalational anthrax in the United States, Palm Beach County, Florida, 2001",,,
10.3201/eid0810.020353,2002,"Investigation of bioterrorism-related anthrax, United States, 2001: epidemiologic findings",,,
10.3201/eid0810.020444,2002,Public health in the time of bioterrorism,,,
10.3201/eid0809.ad0809,2002,Madness,,,
10.3201/eid0809.020279,2002,Fifth annual conference on new and re-emerging infectious diseases,,,
10.3201/eid0809.010397,2002,"Seroepidemiology of human enterovirus 71, Singapore",,,
10.3201/eid0809.010517,2002,Cyclosporiasis outbreak in Germany associated with the consumption of salad,,,
10.3201/eid0809.020073,2002,"Cerebral aspergillosis caused by Neosartorya hiratsukae, Brazil",,,
10.3201/eid0809.010515,2002,"Antibodies to Nipah-like virus in bats (Pteropus lylei), Cambodia",,,
10.3201/eid0809.020600,2002,First detection of spotted fever group rickettsiae in Ixodes ricinus from Italy,,,
10.3201/eid0809.010536,2002,Biological warfare at the 1346 siege of Caffa,,,
10.3201/eid0809.020300,2002,Community-acquired methicillin-resistant Staphylococcus aureus in institutionalized adults with developmental disabilities,,,
10.3201/eid0809.020051,2002,"The 2000 tularemia outbreak: a case-control study of risk factors in disease-endemic and emergent areas, Sweden",,,
10.3201/eid0809.010817,2002,A case-case comparison of Campylobacter coli and Campylobacter jejuni infection: a tool for generating hypotheses,,,
10.3201/eid0809.010535,2002,Characterization of flagella produced by clinical strains of Stenotrophomonas maltophilia,,,
10.3201/eid0809.020063,2002,Biofilms: microbial life on surfaces,,,
10.3201/eid0809.020122,2002,Molecular characterization of Campylobacter jejuni clones: a basis for epidemiologic investigation,,,
10.3201/eid0809.020103,2002,"Spatial analysis of human granulocytic ehrlichiosis near Lyme, Connecticut",,,
10.3201/eid0809.010537,2002,"Behavioral, physiologic, and habitat influences on the dynamics of Puumala virus infection in bank voles (Clethrionomys glareolus)",,,
10.3201/eid0809.010523,2002,"Impact of the El Niño/Southern Oscillation on visceral leishmaniasis, Brazil",,,
10.3201/eid0809.020084,2002,Human metapneumovirus as a cause of community-acquired respiratory illness,,,
10.3201/eid0809.020096,2002,A new name (Pneumocystis jiroveci) for Pneumocystis from humans,,,
10.3201/eid0809.010510,2002,"First documentation of human Crimean-Congo hemorrhagic fever, Kenya",,,
10.3201/eid0809.020037,2002,Demographic factors associated with hantavirus infection in bank voles (Clethrionomys glareolus),,,
10.3201/eid0809.020206,2002,"Molecular epidemiology of measles viruses in the United States, 1997-2001",,,
10.3201/eid0809.010520,2002,Preparing at the local level for events involving weapons of mass destruction,,,
10.3201/eid0809.010499,2002,"Lethal leptospiral pulmonary hemorrhage: an emerging disease in Buenos Aires, Argentina",,,
10.3201/eid0809.020152,2002,Detection by enzyme-linked immunosorbent assay of antibodies to West Nile virus in birds,,,
10.3201/eid0809.020238,2002,Respiratory tract reinfections by the new human Metapneumovirus in an immunocompromised child,,,
10.3201/eid0809.010435,2002,"First characterization of a cluster of VanA-type glycopeptide-resistant Enterococcus faecium, Colombia",,,
10.3201/eid0809.010524,2002,"Public health impact of reemergence of rabies, New York",,,
10.3201/eid0808.ad0808,2002,Jet-black eschar,,,
10.3201/eid0808.020207,2002,"Age as a risk factor for cutaneous human anthrax: evidence from Haiti, 1973-1974",,,
10.3201/eid0808.010442,2002,Infantile pertussis rediscovered in China,,,
10.3201/eid0808.010516,2002,Passive antibody administration (immediate immunity) as a specific defense against biological weapons,,,
10.3201/eid0808.010486,2002,"West Nile virus outbreak in horses, southern France, 2000: results of a serosurvey",,,
10.3201/eid0808.020239,2002,"Use of automated ambulatory-care encounter records for detection of acute illness clusters, including potential bioterrorism events",,,
10.3201/eid0808.010445,2002,Human infection caused by Leptospira fainei,,,
10.3201/eid0808.010534,2002,"Shigellosis linked to sex venues, Australia",,,
10.3201/eid0808.010492,2002,"HEp-2-adherent Escherichia coli strains associated with acute infantile diarrhea, São Paulo, Brazil",,,
10.3201/eid0808.010448,2002,"Genetic detection and isolation of crimean-congo hemorrhagic fever virus, Kosovo, Yugoslavia",,,
10.3201/eid0808.010418,2002,Antecedent treatment with different antibiotic agents as a risk factor for vancomycin-resistant Enterococcus,,,
10.3201/eid0805.010476,2002,DNA vaccine expressing conserved influenza virus proteins protective against H5N1 challenge infection in mice,,,
10.3201/eid0808.010467,2002,"Human exposure to herpesvirus B-seropositive macaques, Bali, Indonesia",,,
10.3201/eid0808.020012,2002,"Outbreak of cyclosporiasis associated with imported raspberries, Philadelphia, Pennsylvania, 2000",,,
10.3201/eid0808.020199,2002,"Rickettsia aeschlimannii: A new pathogenic spotted fever group rickettsia, South Africa",,,
10.3201/eid0808.020042,2002,Nature of the virus associated with endemic Balkan nephropathy,,,
10.3201/eid0805.020002,2002,Worldwide occurrence of Beijing/W strains of Mycobacterium tuberculosis: a systematic review,,,
10.3201/eid0808.020027,2002,Phylogenetic relationships of southern African West Nile virus isolates,,,
10.3201/eid0808.010474,2002,Serologic evidence of H1 swine Influenza virus infection in swine farm residents and employees,,,
10.3201/eid0808.020025,2002,Polymerase chain reaction for screening blood donors at risk for malaria: safe and useful?,,,
10.3201/eid0808.010458,2002,Haemophilus aphrophilus endocarditis after tongue piercing,,,
10.3201/eid0805.020014,2002,"Pandrug-resistant Acinetobacter baumannii causing nosocomial infections in a university hospital, Taiwan",,,
